aeid	kind	name	confidence	vr	vr_offset	sse_1_5_97	sse_route	flags	db_name	site
42704	pointer	s_updateDetectionState	auto-diff	0x140743170	0x743170	0x1407187d0	addr-match			Code/client/Games/Skyrim/Actor.cpp:1285
44108	pointer	s_launch	curated-verified	0x140776440	0x776440	0x14074b170	addr-match		BSPointerHandle<Projectile>* Projectile::Launch(BSPointerHandle<Projectile>* a_result	Code/client/Games/Skyrim/Projectiles/Projectile.cpp:117
47196	pointer	isValidTarget	auto-diff	0x1407e1ac0	0x7e1ac0	0x1407b6770	addr-match			Code/client/Services/Debug/Views/CombatView.cpp:44
47303	pointer	actorHasEquippedRangedWeapon_m	auto-diff	0x1407e7e90	0x7e7e90	0x1407bcb40	addr-match			Code/client/Services/Debug/Views/CombatView.cpp:70
47307	pointer	func	auto-diff	0x1407e8020	0x7e8020	0x1407bccd0	addr-match			Code/client/Services/Debug/Views/CombatView.cpp:104
50790	pointer	forceFirstPerson	curated-weak	0x140876550	0x876550	0x14084b200	both		void PlayerCamera::ForceFirstPerson()	Code/client/Games/Skyrim/Camera/PlayerCamera.cpp:37
50796	pointer	forceThirdPerson	curated-weak	0x140876610	0x876610	0x14084b350	both		void PlayerCamera::ForceThirdPerson()	Code/client/Games/Skyrim/Camera/PlayerCamera.cpp:44
51093	pointer	s_setCurrentPickREFR	curated-verified	0x1408864d0	0x8864d0	0x14085bb30	addr-match		RE::Console::SetSelectedRef	Code/client/Games/References.cpp:138
51538	hook	FavoritesCanProcess	auto-diff	0x1408a3ee0	0x8a3ee0	0x1408781c0	addr-match			Code/client/Games/Skyrim/Interface/UI.cpp:144
51925	pointer	s_requestLoadingText	auto-diff	0x1408c23e0	0x8c23e0	0x140894950	both			Code/client/Games/Skyrim/LoadingScreen.cpp:49
52510	hook	ProcessMessage	override	0x1408ec3e0	0x8ec3e0	0x1408bf360	addr-match		StatsMenu::ProcessMessage	Code/client/Games/Skyrim/Interface/Menus/SkillsMenu.cpp:26
52518	hook	controlPatch	override	0x1408ed870	0x8ed870	0x1408c0b80	addr-match		StatsMenu MenuEventHandler CanProcess - slot 1 of the secondary vtable in both builds	Code/client/Games/Skyrim/Interface/Menus/SkillsMenu.cpp:34
52626	pointer	s_showSubtitle	curated-identical	0x1408f9c60	0x8f9c60	0x1408ccbb0	addr-match		void SubtitleManager::ShowSubtitle(SubtitleManager *a_this	Code/client/Games/Misc/SubtitleManager.cpp:46
52627	pointer	s_hideSubtitle	auto-diff	0x1408f9ea0	0x8f9ea0	0x1408ccdf0	addr-match			Code/client/Games/Misc/SubtitleManager.cpp:28
52847	pointer	fadeOutGame	curated-verified	0x140903080	0x903080	0x1408d5530	addr-match		void FadeOutGame_1408d5530(undefined8 *param_1	Code/client/Games/References.cpp:77
52849	pointer	updateItemList	curated-verified	0x140903370	0x903370	0x1408d5710	addr-match		void SendUIMessage::SendInventoryUpdateMessage(TESObjectREFR* a_inventoryRef	Code/client/Games/Skyrim/TESObjectREFR.cpp:893
52933	pointer	s_showHudMessage	curated-verified	0x140908170	0x908170	0x1408da3d0	addr-match		RE::DebugNotification	Code/client/Utils.cpp:35
53112	hook	hookLoc	addrlib	0x140919330	0x919330	0x1408e6cf0	addr-match			Code/client/Games/Skyrim/Interface/Menus/MapMenu.cpp:12
53915	pointer	s_setSize	auto-diff	0x14095aa60	0x95aa60	0x140920360	both			Code/client/Games/Skyrim/Misc/BSScript.cpp:102
53926	pointer	cVMUpdate	curated-weak	0x14095c670	0x95c670	0x140921f10	addr-match		SkyrimVM::ProcessRegisteredUpdates(SkyrimVM* a_vm	Code/client/SkyrimVM64.cpp:49
54425	pointer	s_registerSink	auto-diff	0x140976690	0x976690	0x14093bff0	addr-match			Code/client/Games/Skyrim/Events/EventDispacther.cpp:12
54522	pointer	s_unregisterSink	auto-diff	0x14097bd00	0x97bd00	0x140941760	both			Code/client/Games/Skyrim/Events/EventDispacther.cpp:22
55497	pointer	s_setBeastForm	auto-diff	0x1409ad8a0	0x9ad8a0	0x140973a00	addr-match			Code/client/Games/Skyrim/PlayerCharacter.cpp:249
55739	pointer	s_bindEverythingToScript	curated-verified	0x1409baf10	0x9baf10	0x140980190	both		FDGE::BSScript::InitializeScriptTypes	Code/client/Games/Misc/BSScript.cpp:99
56205	pointer	s_playAnimation	auto-diff	0x1409d02a0	0x9d02a0	0x140995780	both			Code/client/Games/Skyrim/TESObjectREFR.cpp:1110
56206	pointer	s_playAnimationAndWait	auto-diff	0x1409d0320	0x9d0320	0x140995800	both			Code/client/Games/Skyrim/TESObjectREFR.cpp:1109
56626	pointer	s_internalMoveTo	curated-verified	0x1409e90e0	0x9e90e0	0x1409ae5c0	addr-match		RE::TESObjectREFR::MoveTo	Code/client/Games/Skyrim/TESObjectREFR.cpp:355
57185	pointer	sub_1409CA9D0	auto-diff	0x140a052c0	0xa052c0	0x1409ca770	addr-match			Code/client/Games/Skyrim/AnimationExperiments.cpp:82
57704	hook	createHavokThread	auto-diff	0x140a12230	0xa12230	0x1409d76e0	addr-match			Code/client/Games/Skyrim/BSSystem/BSThread.cpp:87
58377	pointer	HandleEvents	auto-diff	0x140a2e820	0xa2e820	0x1409f3cd0	addr-match			Code/client/Games/Skyrim/AnimationExperiments.cpp:44
58378	pointer	sub_1409F3EF0	auto-diff	0x140a2ea40	0xa2ea40	0x1409f3ef0	addr-match			Code/client/Games/Skyrim/AnimationExperiments.cpp:119
59310	pointer	sub_140A13150	auto-diff	0x140a4dca0	0xa4dca0	0x140a13150	addr-match			Code/client/Games/Skyrim/AnimationExperiments.cpp:96
60079	pointer	sub_140A4DFA0	auto-diff	0x140a88950	0xa88950	0x140a4dfa0	addr-match			Code/client/Games/Skyrim/AnimationExperiments.cpp:128
63362	pointer	BSSendEvent	auto-diff	0x140b1cfa0	0xb1cfa0	0x140ae24a0	addr-match			Code/client/Games/Skyrim/AnimationExperiments.cpp:240
63372	pointer	sub_140AE2DB0	auto-diff	0x140b1d8b0	0xb1d8b0	0x140ae2db0	addr-match			Code/client/Games/Skyrim/AnimationExperiments.cpp:227
63591	pointer	InternalSendEvent	auto-diff	0x140b2ac40	0xb2ac40	0x140aefeb0	addr-match			Code/client/Games/Skyrim/AnimationExperiments.cpp:207
68115	pointer	s_formAllocate	curated-identical	0x140c3d0e0	0xc3d0e0	0x140c02260	both		void* MemoryManager::Allocate(std::size_t a_size	Code/client/Games/Memory.cpp:72
68117	pointer	s_formFree	curated-identical	0x140c3d3e0	0xc3d3e0	0x140c02560	both		void MemoryManager::Deallocate(void* a_mem	Code/client/Games/Memory.cpp:138
68221	pointer	hash_stub	curated-verified	0x140c413f0	0xc413f0	0x140c06570	addr-match		RE::CRC32Calculator::SizeOf64	Code/client/Games/Skyrim/AnimationExperiments.cpp:165
68261	hook	threadInit	auto-diff	0x140c42c70	0xc42c70	0x140c07de0	addr-match			Code/client/Games/Skyrim/BSSystem/BSThread.cpp:78
68276	hook	unsignedInt	auto-diff	0x140c43030	0xc43030	0x140c081a0	addr-match			Code/client/Games/Skyrim/BSRandom/BSRandom.cpp:17
68545	pointer	setEnabled	curated-identical	0x140c4e600	0xc4e600	0x140c11c60	addr-match		void ControlMap::ToggleControls(UserEvents::USER_EVENT_FLAG a_flags	Code/client/Games/Skyrim/AI/Movement/PlayerControls.cpp:31
68617	hook	pollInputDevices	curated-verified	0x140c519e0	0xc519e0	0x140c150b0	addr-match		void BSInputDeviceManager::PollInputDevices_140c108 (float a_secsSinceLastFrame)	Code/client/Games/Skyrim/BSInput/BSInputDeviceManager.cpp:19
68781	hook	windowLoc	override	0x140c5e910	0xc5e910	0x140c1a060	addr-match		DirectInput SetCooperativeLevel caller - same GetActiveWindow sequence as SE 0x140CDDEE0	Code/client/Games/Skyrim/BSGraphics/BSGraphicsRenderer.cpp:103
69066	hook	setThreadName	auto-diff	0x140c6b170	0xc6b170	0x140c26240	addr-match			Code/client/Games/Skyrim/BSSystem/BSThread.cpp:83
69161	pointer	s_constructor	curated-verified	0x140c6db20	0xc6db20	0x140c28bf0	both		BSFixedString* BSFixedString::ctor8(const char* a_data)	Code/client/Games/Skyrim/Misc/BSFixedString.cpp:14
69165	pointer	s_set	auto-diff	0x140c6dc90	0xc6dc90	0x140c28d60	addr-match			Code/client/Games/Skyrim/Misc/BSFixedString.cpp:28
69192	pointer	s_release	curated-verified	0x140c6edb0	0xc6edb0	0x140c29e80	both		void Entry::release8(const char*& a_entry)	Code/client/Games/Skyrim/Misc/BSFixedString.cpp:37
69554	hook	getTaskletManagerInstance	curated-identical	0x140c7ea00	0xc7ea00	0x140c39950	addr-match		BSWin32TaskletManager* BSWin32TaskletManager::GetSingleton()	Code/client/Games/Skyrim/BSSystem/BSTaskletManager.cpp:39
70639	pointer	s_w2s	auto-diff	0x140cac090	0xcac090	0x140c66530	addr-match			Code/client/Games/Skyrim/NetImmerse/NiCamera.cpp:10
70640	pointer	s_w2s	curated-verified	0x140cac0e0	0xcac0e0	0x140c66580	addr-match		RE::NiCamera::WorldPtToScreenPt3	Code/client/Games/Skyrim/NetImmerse/NiCamera.cpp:23
70717	pointer	CreateTexture	auto-diff	0x140caef60	0xcaef60	0x140c68d20	addr-match			Code/client/Systems/FaceGenSystem.cpp:62
76207	pointer	GetObjectByName	auto-diff	0x140d8a900	0xd8a900	0x140d41970	addr-match			Code/client/Systems/FaceGenSystem.cpp:25
77226	hook	initWindowLoc	override	0x140dba850	0xdba850	0x140d68dd0	addr-match		void Renderer::Init(RendererInitOSData* a_data	Code/client/Games/Skyrim/BSGraphics/BSGraphicsRenderer.cpp:92
77246	hook	timerLoc	curated-verified	0x140dbbdd0	0xdbbdd0	0x140d6a2b0	addr-match		void BSGraphics::Renderer::End()	Code/client/Games/Skyrim/BSGraphics/BSGraphicsRenderer.cpp:110
77299	pointer	CreateResourceView	curated-verified	0x140dbf9b0	0xdbf9b0	0x140d6dbc0	both		NiTexture::RendererData* BSRenderManager::CreateRenderTexture(std::uint32_t a_width	Code/client/Systems/FaceGenSystem.cpp:63
82074	pointer	s_isMenuOpen	auto-diff	0x140f1a3b0	0xf1a3b0	0x140ebe150	addr-match			Code/client/Games/Skyrim/Interface/UI.cpp:23
82082	hook	ProcessHook	override	0x140f1a770	0xf1a770	0x140ebe630	addr-match		UI menu message pump - call sequence aligns with SE 0x140FA3FA0 throughout	Code/client/Games/Skyrim/Interface/UI.cpp:134
82088	pointer	s_CloseAll	addrlib	0x140f1bf10	0xf1bf10	0x140ebfb70	addr-match			Code/client/Games/Skyrim/Interface/UI.cpp:31
104247	pointer	s_getHandle	curated-verified	0x14126bbd0	0x126bbd0	0x141233720	id-map		VMHandle Object::GetHandle()	Code/client/Games/Skyrim/Misc/BSScript.cpp:7
104296	pointer	s_reset	UNMAPPED				none			Code/client/Games/Skyrim/Misc/BSScript.cpp:24
104359	pointer	s_signaturesMatch	auto-diff	0x1412751b0	0x12751b0	0x14123cd00	addr-match			Code/client/Games/Misc/BSScript.cpp:100
104483	pointer	getPageForFrame	auto-diff	0x14129a6c0	0x129a6c0	0x141244970	both			Code/client/Games/Skyrim/Misc/BSScript.h:122
104484	pointer	getStackFrameVariable	curated-verified	0x14129a720	0x129a720	0x1412449d0	both		RE::BSScript::Stack::GetStackFrameVariable	Code/client/Games/Skyrim/Misc/BSScript.h:129
104651	pointer	s_call	curated-verified	0x14129dd90	0x129dd90	0x1412507f0	addr-match		RE::BSScript::NF_util::NativeFunctionBase::Call	Code/client/Games/Skyrim/Misc/BSScript.cpp:195
104653	pointer	ctor	auto-diff	0x14129e220	0x129e220	0x141250c80	addr-match			Code/client/Games/Skyrim/Misc/BSScript.h:281
104655	pointer	dtor	auto-diff	0x14129e470	0x129e470	0x141250ed0	addr-match			Code/client/Games/Skyrim/Misc/BSScript.h:274
104788	pointer	s_registerPapyrusFunction	auto-diff	0x141278410	0x1278410	0x141258cb0	addr-match			Code/client/Games/Misc/BSScript.cpp:98
105220	pointer	s_compareVariables	auto-diff	0x1412b8250	0x12b8250	0x14127efe0	addr-match			Code/client/Games/Misc/BSScript.cpp:102
109689	hook	DynamicCast	curated-verified	0x14138baba	0x138baba	0x14134bdb0	both		RE::_CRT::RTDynamicCast	Code/client/Games/Skyrim/RTTI.cpp:3
188603	pointer	s_vtbl	curated-verified	0x1415bf5d8	0x15bf5d8	0x141548198	both		VTABLE_TESActionData_0	Code/client/Games/Animation.cpp:170
370892	pointer	s_greetDistance	auto-diff	0x141e96c58	0x1e96c58	0x141dd9988	addr-match			Code/client/Games/References.cpp:44
380768	pointer	bAlwaysActive	override	0x141eabf30	0x1eabf30	0x141deed10	addr-match		bAlwaysActive - rip target of the same comparison run SE reads at 0x14063EA73	Code/client/TiltedOnlineApp.cpp:92
381472	pointer	s_difficulty	auto-diff	0x141eaef68	0x1eaef68	0x141df0668	addr-match			Code/client/Games/References.cpp:38
382393	pointer	s_value	auto-diff	0x141eb1d08	0x1eb1d08	0x141df3058	addr-match			Code/client/Services/Debug/Views/CombatView.cpp:57
382400	pointer	s_value	auto-diff	0x141eb1d24	0x1eb1d24	0x141df3074	addr-match			Code/client/Services/Debug/Views/CombatView.cpp:63
392214	rtti	IFormFactory	curated-verified	0x141ed6cf8	0x1ed6cf8	0x141e10e08	addr-match		RE::RTTI_IFormFactory	Code/client/Games/Skyrim/RTTI.cpp:19
392215	rtti	BaseFormComponent	curated-verified	0x141ed6cd0	0x1ed6cd0	0x141e10de0	addr-match		RE::RTTI_BaseFormComponent	Code/client/Games/Skyrim/RTTI.cpp:21
392216	rtti	TESForm	curated-verified	0x141ed6d20	0x1ed6d20	0x141e10e30	addr-match		RE::RTTI_TESForm	Code/client/Games/Skyrim/RTTI.cpp:23
392217	rtti	SpellItem	curated-verified	0x141ed6d40	0x1ed6d40	0x141e10e50	addr-match		RE::RTTI_SpellItem	Code/client/Games/Skyrim/RTTI.cpp:25
392218	rtti	AlchemyItem	curated-verified	0x141ed6d60	0x1ed6d60	0x141e10e70	addr-match		RE::RTTI_AlchemyItem	Code/client/Games/Skyrim/RTTI.cpp:27
392219	rtti	MagicItem	curated-verified	0x141ed6d88	0x1ed6d88	0x141e10e98	addr-match		RE::RTTI_MagicItem	Code/client/Games/Skyrim/RTTI.cpp:29
392220	rtti	TESBoundObject	curated-verified	0x141ed6da8	0x1ed6da8	0x141e10eb8	addr-match		RE::RTTI_TESBoundObject	Code/client/Games/Skyrim/RTTI.cpp:31
392221	rtti	TESObject	curated-verified	0x141ed6dd0	0x1ed6dd0	0x141e10ee0	addr-match		RE::RTTI_TESObject	Code/client/Games/Skyrim/RTTI.cpp:33
392222	rtti	TESFullName	curated-verified	0x141ed6df0	0x1ed6df0	0x141e10f00	addr-match		RE::RTTI_TESFullName	Code/client/Games/Skyrim/RTTI.cpp:35
392223	rtti	BGSKeywordForm	curated-verified	0x141ed6e18	0x1ed6e18	0x141e10f28	addr-match		RE::RTTI_BGSKeywordForm	Code/client/Games/Skyrim/RTTI.cpp:37
392224	rtti	TESModelTextureSwap	curated-verified	0x141ed6e40	0x1ed6e40	0x141e10f50	addr-match		RE::RTTI_TESModelTextureSwap	Code/client/Games/Skyrim/RTTI.cpp:39
392225	rtti	TESModel	curated-verified	0x141ed6e70	0x1ed6e70	0x141e10f80	addr-match		RE::RTTI_TESModel	Code/client/Games/Skyrim/RTTI.cpp:41
392226	rtti	TESIcon	curated-verified	0x141ed6e90	0x1ed6e90	0x141e10fa0	addr-match		RE::RTTI_TESIcon	Code/client/Games/Skyrim/RTTI.cpp:43
392227	rtti	TESTexture	curated-verified	0x141ed6eb0	0x1ed6eb0	0x141e10fc0	addr-match		RE::RTTI_TESTexture	Code/client/Games/Skyrim/RTTI.cpp:45
392228	rtti	BGSMessageIcon	curated-verified	0x141ed6ed8	0x1ed6ed8	0x141e10fe8	addr-match		RE::RTTI_BGSMessageIcon	Code/client/Games/Skyrim/RTTI.cpp:47
392229	rtti	TESWeightForm	curated-verified	0x141ed6f00	0x1ed6f00	0x141e11010	addr-match		RE::RTTI_TESWeightForm	Code/client/Games/Skyrim/RTTI.cpp:49
392230	rtti	BGSEquipType	curated-verified	0x141ed6f28	0x1ed6f28	0x141e11038	addr-match		RE::RTTI_BGSEquipType	Code/client/Games/Skyrim/RTTI.cpp:51
392231	rtti	BGSDestructibleObjectForm	curated-verified	0x141ed6f50	0x1ed6f50	0x141e11060	addr-match		RE::RTTI_BGSDestructibleObjectForm	Code/client/Games/Skyrim/RTTI.cpp:53
392232	rtti	BGSPickupPutdownSounds	curated-verified	0x141ed6f80	0x1ed6f80	0x141e11090	addr-match		RE::RTTI_BGSPickupPutdownSounds	Code/client/Games/Skyrim/RTTI.cpp:55
392235	rtti	BGSImpactDataSet	curated-verified	0x141ed7040	0x1ed7040	0x141e11150	addr-match		RE::RTTI_BGSImpactDataSet	Code/client/Games/Skyrim/RTTI.cpp:57
392236	rtti	BGSArtObject	curated-verified	0x141ed7068	0x1ed7068	0x141e11178	addr-match		RE::RTTI_BGSArtObject	Code/client/Games/Skyrim/RTTI.cpp:59
392237	rtti	TESEffectShader	curated-verified	0x141ed7090	0x1ed7090	0x141e111a0	addr-match		RE::RTTI_TESEffectShader	Code/client/Games/Skyrim/RTTI.cpp:61
392238	rtti	BGSExplosion	curated-verified	0x141ed70b8	0x1ed70b8	0x141e111c8	addr-match		RE::RTTI_BGSExplosion	Code/client/Games/Skyrim/RTTI.cpp:63
392239	rtti	BGSProjectile	curated-verified	0x141ed70e0	0x1ed70e0	0x141e111f0	addr-match		RE::RTTI_BGSProjectile	Code/client/Games/Skyrim/RTTI.cpp:65
392240	rtti	BGSDualCastData	curated-verified	0x141ed7108	0x1ed7108	0x141e11218	addr-match		RE::RTTI_BGSDualCastData	Code/client/Games/Skyrim/RTTI.cpp:67
392242	rtti	Setting	curated-verified	0x141ed71d8	0x1ed71d8	0x141e112e8	addr-match		RE::RTTI_Setting	Code/client/Games/Skyrim/RTTI.cpp:69
392248	rtti	GameSettingCollection	curated-verified	0x141ed7378	0x1ed7378	0x141e11488	addr-match		RE::RTTI_GameSettingCollection	Code/client/Games/Skyrim/RTTI.cpp:71
392251	rtti	EffectSetting	curated-verified	0x141ed7418	0x1ed7418	0x141e11528	addr-match		RE::RTTI_EffectSetting	Code/client/Games/Skyrim/RTTI.cpp:73
392256	rtti	TESImageSpaceModifier	curated-verified	0x141ed7510	0x1ed7510	0x141e11620	addr-match		RE::RTTI_TESImageSpaceModifier	Code/client/Games/Skyrim/RTTI.cpp:75
392257	rtti	BGSPerk	curated-verified	0x141ed7540	0x1ed7540	0x141e11650	addr-match		RE::RTTI_BGSPerk	Code/client/Games/Skyrim/RTTI.cpp:77
392258	rtti	BGSReferenceEffect	curated-verified	0x141ed7560	0x1ed7560	0x141e11670	addr-match		RE::RTTI_BGSReferenceEffect	Code/client/Games/Skyrim/RTTI.cpp:79
392259	rtti	TESObjectLIGH	curated-verified	0x141ed7590	0x1ed7590	0x141e116a0	addr-match		RE::RTTI_TESObjectLIGH	Code/client/Games/Skyrim/RTTI.cpp:81
392260	rtti	BGSMenuDisplayObject	curated-verified	0x141ed75b8	0x1ed75b8	0x141e116c8	addr-match		RE::RTTI_BGSMenuDisplayObject	Code/client/Games/Skyrim/RTTI.cpp:83
392263	rtti	TESEnchantableForm	curated-verified	0x141ed7688	0x1ed7688	0x141e11798	addr-match		RE::RTTI_TESEnchantableForm	Code/client/Games/Skyrim/RTTI.cpp:85
392264	rtti	BGSListForm	curated-verified	0x141ed76b8	0x1ed76b8	0x141e117c8	addr-match		RE::RTTI_BGSListForm	Code/client/Games/Skyrim/RTTI.cpp:87
392265	rtti	EnchantmentItem	curated-verified	0x141ed76e0	0x1ed76e0	0x141e117f0	addr-match		RE::RTTI_EnchantmentItem	Code/client/Games/Skyrim/RTTI.cpp:89
392268	rtti	IngredientItem	curated-verified	0x141ed77b8	0x1ed77b8	0x141e118c8	addr-match		RE::RTTI_IngredientItem	Code/client/Games/Skyrim/RTTI.cpp:91
392269	rtti	TESValueForm	curated-verified	0x141ed77e0	0x1ed77e0	0x141e118f0	addr-match		RE::RTTI_TESValueForm	Code/client/Games/Skyrim/RTTI.cpp:93
392270	rtti	BSTask	curated-verified	0x141ed78a8	0x1ed78a8	0x141e119b8	addr-match		RE::RTTI_BSTask	Code/client/Games/Skyrim/RTTI.cpp:95
392271	rtti	IOTask	curated-verified	0x141ed78c8	0x1ed78c8	0x141e119d8	addr-match		RE::RTTI_IOTask	Code/client/Games/Skyrim/RTTI.cpp:97
392272	rtti	QueuedFile	curated-verified	0x141ed78e8	0x1ed78e8	0x141e119f8	addr-match		RE::RTTI_QueuedFile	Code/client/Games/Skyrim/RTTI.cpp:99
392275	rtti	BSQueuedResourceCollectionBase	curated-verified	0x141ed79a8	0x1ed79a8	0x141e11ab8	addr-match		RE::RTTI_BSQueuedResourceCollectionBase	Code/client/Games/Skyrim/RTTI.cpp:101
392279	rtti	MagicItemTraversalFunctor	curated-verified	0x141ed7b58	0x1ed7b58	0x141e11ba0	addr-match		RE::RTTI_MagicItemTraversalFunctor	Code/client/Games/Skyrim/RTTI.cpp:103
392280	rtti	MagicItemFindFunctor	curated-verified	0x141ed7b88	0x1ed7b88	0x141e11bd0	addr-match		RE::RTTI_MagicItemFindFunctor	Code/client/Games/Skyrim/RTTI.cpp:105
392281	rtti	MagicItemFindKeywordFunctor	curated-verified	0x141ed7bb8	0x1ed7bb8	0x141e11c00	addr-match		RE::RTTI_MagicItemFindKeywordFunctor	Code/client/Games/Skyrim/RTTI.cpp:107
392285	rtti	FindNonExcludedDeliveryFunctor	curated-verified	0x141ed7c28	0x1ed7c28	0x141e11d38	addr-match		RE::RTTI_FindNonExcludedDeliveryFunctor	Code/client/Games/Skyrim/RTTI.cpp:109
392288	rtti	FindEqualsFunctor	curated-verified	0x141ed7cd0	0x1ed7cd0	0x141e11de0	addr-match		RE::RTTI_FindEqualsFunctor	Code/client/Games/Skyrim/RTTI.cpp:111
392289	rtti	GetCostliestEffectFunctor	curated-verified	0x141ed7cf8	0x1ed7cf8	0x141e11e08	addr-match		RE::RTTI_GetCostliestEffectFunctor	Code/client/Games/Skyrim/RTTI.cpp:113
392290	rtti	LongestDurationFunctor	curated-verified	0x141ed7d28	0x1ed7d28	0x141e11e38	addr-match		RE::RTTI_LongestDurationFunctor	Code/client/Games/Skyrim/RTTI.cpp:115
392291	rtti	LargestAreaFunctor	curated-verified	0x141ed7d58	0x1ed7d58	0x141e11e68	addr-match		RE::RTTI_LargestAreaFunctor	Code/client/Games/Skyrim/RTTI.cpp:117
392292	rtti	GetMagicItemDescriptionFunctor	curated-verified	0x141ed7d88	0x1ed7d88	0x141e11e98	addr-match		RE::RTTI_GetMagicItemDescriptionFunctor	Code/client/Games/Skyrim/RTTI.cpp:119
392295	rtti	ScrollItem	curated-verified	0x141ed7dc0	0x1ed7dc0	0x141e11ed0	addr-match		RE::RTTI_ScrollItem	Code/client/Games/Skyrim/RTTI.cpp:121
392296	rtti	TESDescription	curated-verified	0x141ed7de8	0x1ed7de8	0x141e11ef8	addr-match		RE::RTTI_TESDescription	Code/client/Games/Skyrim/RTTI.cpp:123
392299	rtti	TESGlobal	curated-verified	0x141ed7f30	0x1ed7f30	0x141e12040	addr-match		RE::RTTI_TESGlobal	Code/client/Games/Skyrim/RTTI.cpp:125
392300	rtti	BSExtraData	curated-verified	0x141ed7f50	0x1ed7f50	0x141e12060	addr-match		RE::RTTI_BSExtraData	Code/client/Games/Skyrim/RTTI.cpp:127
392301	rtti	ExtraSeenData	curated-verified	0x141ed7f78	0x1ed7f78	0x141e12088	addr-match		RE::RTTI_ExtraSeenData	Code/client/Games/Skyrim/RTTI.cpp:129
